"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2006","2006",,,"0","Units",,,5.45876456092044,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2007","2007",,,"0","Units",,,4.92169511410957,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2008","2008",,,"0","Units",,,6.65518607167152,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2009","2009",,,"0","Units",,,7.96686899217506,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2010","2010",,,"0","Units",,,9.67427535058349,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2011","2011",,,"0","Units",,,6.98643893803409,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2012","2012",,,"0","Units",,,5.99014521548928,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2013","2013",,,"0","Units",,,5.69370017134641,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2014","2014",,,"0","Units",,,5.64645946426909,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2015","2015",,,"0","Units",,,5.19314627551837,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2016","2016",,,"0","Units",,,4.71625110039136,,
"LVA","Latvia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2017","2017",,,"0","Units",,,5.54350939827151,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2000","2000",,,"0","Units",,,1.43468462484632,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2001","2001",,,"0","Units",,,1.40909337066609,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2002","2002",,,"0","Units",,,1.33380175180569,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2003","2003",,,"0","Units",,,1.20322620390926,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2004","2004",,,"0","Units",,,1.20746887516142,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2005","2005",,,"0","Units",,,1.20730454551338,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2006","2006",,,"0","Units",,,1.39400082622616,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2007","2007",,,"0","Units",,,1.22118378738539,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2008","2008",,,"0","Units",,,1.20297800091043,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2009","2009",,,"0","Units",,,1.05951193612142,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2010","2010",,,"0","Units",,,1.47977344704204,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2011","2011",,,"0","Units",,,1.28760812384089,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2012","2012",,,"0","Units",,,1.230260262758,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2013","2013",,,"0","Units",,,1.21365252226441,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2014","2014",,,"0","Units",,,1.10609787899254,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2015","2015",,,"0","Units",,,0.980496805881369,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2016","2016",,,"0","Units",,,0.888660504248736,,
"LVA","Latvia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2017","2017",,,"0","Units",,,1.08108384046554,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2000","2000",,,"0","Units",,,18.9861028416458,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2001","2001",,,"0","Units",,,21.1166283593585,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2002","2002",,,"0","Units",,,23.2634733661052,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2003","2003",,,"0","Units",,,25.2284994446424,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2004","2004",,,"0","Units",,,27.6426462947923,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2005","2005",,,"0","Units",,,31.0018513377767,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2006","2006",,,"0","Units",,,34.9448372309645,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2007","2007",,,"0","Units",,,39.8903869581605,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2008","2008",,,"0","Units",,,42.3101590967559,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2009","2009",,,"0","Units",,,36.1339120368329,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2010","2010",,,"0","Units",,,36.8300625842347,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2011","2011",,,"0","Units",,,40.7273581362287,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2012","2012",,,"0","Units",,,43.2349687607999,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2013","2013",,,"0","Units",,,45.639620532832,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2014","2014",,,"0","Units",,,47.4678776298297,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2015","2015",,,"0","Units",,,48.8914037963155,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2016","2016",,,"0","Units",,,50.6343059511614,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2017","2017",,,"0","Units",,,55.086454376726,,
"LVA","Latvia","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2018","2018",,,"0","Units",,,59.1300013209068,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2000","2000",,,"0","Units",,,4.26098997910452,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2001","2001",,,"0","Units",,,3.88506023230738,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2002","2002",,,"0","Units",,,3.81610208346979,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2003","2003",,,"0","Units",,,3.83987649082961,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2004","2004",,,"0","Units",,,4.21695448853316,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2005","2005",,,"0","Units",,,3.8096724392141,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2006","2006",,,"0","Units",,,4.12007937150678,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2007","2007",,,"0","Units",,,3.86065641870868,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2008","2008",,,"0","Units",,,3.77611238197981,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2009","2009",,,"0","Units",,,4.64173204360449,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2010","2010",,,"0","Units",,,4.80842748371449,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2011","2011",,,"0","Units",,,4.72723882234539,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2012","2012",,,"0","Units",,,4.79986555551357,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2013","2013",,,"0","Units",,,4.81309443958876,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2014","2014",,,"0","Units",,,4.93992695367544,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2015","2015",,,"0","Units",,,5.14939685836422,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2016","2016",,,"0","Units",,,4.4284449164086,,
"LVA","Latvia","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2017","2017",,,"0","Units",,,4.06387646294966,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2000","2000",,,"0","Units",,,2.35420827685151,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2001","2001",,,"0","Units",,,2.27851684879967,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2002","2002",,,"0","Units",,,2.26877296193306,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2003","2003",,,"0","Units",,,2.23571446292762,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2004","2004",,,"0","Units",,,2.31655542011518,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2005","2005",,,"0","Units",,,2.20603722875362,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2006","2006",,,"0","Units",,,2.57042291611056,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2007","2007",,,"0","Units",,,2.46839447197556,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2008","2008",,,"0","Units",,,2.17459196628015,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2009","2009",,,"0","Units",,,2.06128639419782,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2010","2010",,,"0","Units",,,1.93172203561837,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2011","2011",,,"0","Units",,,1.8363019689785,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2012","2012",,,"0","Units",,,1.79684251932994,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2013","2013",,,"0","Units",,,1.92306105679358,,
"LVA","Latvia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2014","2014",,,"0","Units",,,2.01366211250214,,
